Store Name,Address,Latitude,Longitude,ZipCode,Status,2025 order
Liquor Empire (815584),"2825 West 13th Street North, Wichita, KS, USA",29.6656912,-95.3376517,67203,Inactive,27
Mike's Liquor Store (473513),"6425 U.S. 29, Grantville, GA, USA",33.2293529,-84.8453015,30220,Active,17
Seaside Liquors (188504),"718 Ocean Boulevard, Seaside Heights, NJ, USA",39.9424976,-74.0732775,08751,Inactive,0
Emvee Liquors (522470),"869 Sullivan Avenue, South Windsor, CT, USA",41.8467662,-72.5673802,06074,Active,1
Alps Discount Liquor & Smokes (701298),"2602 South Main Street, Joplin, MO, USA",37.0619438,-94.5149446,64804,Inactive,5
Mac's Wine Spirits & Beer (689529),"3500 Southwest Regional Airport Boulevard, Bentonville, AR, USA",36.3366349,-94.2520831,72712,Inactive,0
Darien Liquor (308763),"8125 South Cass Avenue, Darien, IL, USA",41.7403839,-87.9720114,60561,Active,7
Ben's Wine & Spirits (946644),"259 South Bridge Street, Winnemucca, NV, USA",40.9738535,-117.7347487,89445,Active,17
Liquor Rangers (592979),"206 North Wood Avenue, Linden, NJ, USA",40.6314782,-74.2537524,07036,Active,75
Fairview Liquor (481494),"4050 Wolf Road, Oswego, IL, USA",41.686803,-88.3390745,60543,Inactive,5
Big Boys Liquor (374686),"406 East Main Street, Allen, TX, USA",33.1000415,-96.6629768,75002,Active,81
Blackwood Liquor & Wine (794569),"7408 Black Forest Road, Colorado Springs, CO, USA",38.9394117,-104.7018135,80923,Inactive,0
Fillmore Liquor (936820),"810 East Fillmore Street, Colorado Springs, CO, USA",38.8743221,-104.8101004,80907,Inactive,0
The Liquor Store (485660),"7715 Dublin Boulevard, Colorado Springs, CO, USA",38.9260991,-104.6841824,80923,Inactive,0
Cheers Wine and Liquor (846049),"4585 East Highway 20, Niceville, FL, USA",30.4804718,-86.4135303,32578,Active,12
8 Days Liquor (795942),"1700 Taylor Avenue, Parkville, MD, USA",39.3817813,-76.5606479,21234,Inactive,0
Fairview Mart & Tobacco (975659),"402 75th Street, Downers Grove, IL, USA",41.7525853,-87.9941527,60516,Inactive,0
Downtown Food Mart (913814),"4946 Main Street, Downers Grove, IL, USA",41.7968381,-88.0109679,60515,Inactive,0
Bergenfield Liquors and Fine Wines (784076),"5 South Washington Avenue, Bergenfield, NJ, USA",40.9276244,-73.9958811,07621,Inactive,0
Communipaw Liquor (978950),"743 Communipaw Avenue, Jersey City, NJ, USA",40.7196652,-74.0792407,07304,Inactive,0
King Cole Liquor (688120),"1802 Richmond Avenue, Houston, TX, USA",29.7344999,-95.4046715,77098,Active,41
R & B Liquors (339168),"189 Belleville Avenue, New Bedford, MA, USA",41.6573573,-70.9240405,02746,Inactive,0
James Convenience Store (516906),"55 James Reynolds Road, Swansea, MA, USA",41.7711807,-71.263779,02777,Inactive,0
West Cobb Wine and Spirits (888927),"2500 Dallas Highway, Marietta, GA, USA",33.9481468,-84.625347,30066,Active,44
P & B Liquors (808091),"12398 U.S. 23, Harold, KY, USA",37.5333608,-82.6279871,41635,Active,0
Blue Goose Liquor (338423),"363 East 17th Street, Centralia, IL, USA",38.5101127,-89.1368431,62801,Active,3
Midtown Liquors & Tobacco (796085),"617 West Broadway, Centralia, IL, USA",38.5289386,-89.1449508,62801,Active,5
Savi Provisions Decatur (857766),"180 West Ponce de Leon Avenue, Decatur, GA, USA",33.7754189,-84.2983246,30030,Active,55
House of Wine & Liquor (Boonton - 156872),"308 Wooton Street, Boonton, NJ, USA",40.9087349,-74.4026118,07005,Inactive,0
Flatbush Discount Liquors (648199),"1023 Flatbush Avenue, Kings County, NY, USA",40.646093,-73.9578028,11226,Active,25
Kings Liquor Outlet (982479),"542 Berlin - Cross Keys Road, Winslow Township, NJ, USA",39.7416889,-74.9951111,08081,Inactive,16
West 82 Wine and Liquor (353649),"102 Salem Turnpike, Norwich, CT, USA",41.5111304,-72.1129294,06360,Inactive,3
Sonnys Liquor & Cigars (712963),"20041 Katy Freeway, Katy, TX, USA",29.7823439,-95.7202213,77449,Inactive,0
Beyond Water Wine & Spirits (449907),"991 Thornton Road, Lithia Springs, GA, USA",33.778045,-84.6071477,30122,Active,59
Peachtree Package Store (448007),"300 Peachtree Street Northeast, Atlanta, GA, USA",33.7625422,-84.3878669,30308,Active,53
The Beverage Depot (589902),"3355 Georgia 9, Alpharetta, GA, USA",34.1266271,-84.2595063,30004,Active,30
Guys Package Store (494133),"1417 New Jersey 33, Neptune City, NJ, USA",40.2093022,-74.0288647,07753,Active,17
Astro Liquor (271337),"10000 Avalon Boulevard, Los Angeles, CA, USA",33.9453535,-118.2647444,90003,Inactive,0
Happy Liquors (852093),"110 Cordele Road, Albany, GA, USA",31.5768895,-84.0901057,31705,Inactive,4
El Dorado Winehouse (671270),"340 U.S. 46, Mountain Lakes, NJ, USA",40.8844435,-74.4616053,07046,Active,4
Rego Park Wines & Liquors (474131),"97-24 63rd Road, Queens County, NY, USA",40.7312708,-73.8596294,11374,Active,26
Paradise Wines & Spirits (572723),"12353 Tennessee 72, Loudon, TN, USA",35.7305676,-84.3888782,37774,Active,48
Bama Liquors (895777),"5364 U.S. 90, Mobile, AL, USA",30.5934058,-88.1703218,36619,Active,22
The Southern Liquors (328678),"5440 U.S. 90, Mobile, AL, USA",30.5868867,-88.1713666,36619,Active,8
Spring Hill Liquors (418296),"4366 Old Shell Road, Mobile, AL, USA",30.69904,-88.143036,36608,Active,15
"Supreme International Beer, Wine & Spirits (824385)","1338 Veterans Memorial Highway SW building 200, Mableton, GA, USA",33.8157742,-84.5948048,30126,Inactive,27
King's Cellars (313169),"8304 3rd Avenue, Kings County, NY, USA",40.6256012,-74.0304686,11209,Inactive,0
Glen Ridge Liquor (650961),"855 Bloomfield Avenue, Glen Ridge, NJ, USA",40.8023879,-74.2046517,07028,Active,1
Wine County - Saddle Brook (189493),"195 Market Street, Saddle Brook, NJ, USA",40.8962376,-74.0874502,07663,Active,8
Good Times Package Store (655286),"4771 Alabama Road, Roswell, GA, USA",34.0650706,-84.4246212,30075,Active,4
Oak Barrel Wine & Spirits (553079),"75 Church Hill Road, Newtown, CT, USA",41.4179135,-73.2928097,06482,Active,66
Highland Vineyards Wine & Spirits (706419),"3506 Town Center Drive, Highlands Ranch, CO, USA",39.5473552,-105.0344265,80129,Active,28
South Shore Wine & Spirit (555542),"662 Coe Avenue, East Haven, CT, USA",41.2662691,-72.8735633,06512,Inactive,0
Bridge Package Store (596303),"170 Bridge Street, Groton, CT, USA",41.3621801,-72.0788739,06340,Inactive,0
Wine Dad's (244226),"1330 Willow Avenue, Hoboken, NJ, USA",40.7536041,-74.0301959,07030,Inactive,4
Lilburn Package (696167),"501 Indian Trail Lilburn Road Northwest, Lilburn, GA, USA",33.8969635,-84.1411806,30047,Active,57
Roselle Park Liquors (857044),"117 West Colfax Avenue, Roselle Park, NJ, USA",40.668756,-74.2696281,07204,Active,26
Top Shot Package Store (370807),"320 Georgia 314, Fayetteville, GA, USA",33.4768919,-84.4503171,30214,Inactive,0
Top Shot Package Store (438419),"320 Georgia 314, Fayetteville, GA, USA",33.4768919,-84.4503171,30214,Active,94
American Liquor and Wine (179759),"815 West 1st Street, Justin, TX, USA",33.0847609,-97.3052567,76247,Inactive,0
Ashburn Liquor Store (991341),"386 East Washington Avenue, Ashburn, GA, USA",31.7076642,-83.6477473,31714,Active,62
Golden Eagle Wine & Spirits (613170),"8528 Magnolia Avenue, Santee, CA, USA",32.8301324,-116.9633499,92071,Inactive,0
Cardiff Valero Market (708698),"820 Birmingham Drive, Encinitas, CA, USA",33.0268911,-117.2733983,92007,Inactive,0
Top Shelf Package (933974),"101 West Walnut Avenue, Dalton, GA, USA",34.7602261,-84.9691566,30720,Inactive,0
Ultimate Wine And Spirits (371701),"310 Saw Mill River Road, Elmsford, NY, USA",41.0656944,-73.8127761,10523,Active,4
Bilow Wines & Liquors (422124),"310 West Sylvania Avenue, Neptune City, NJ, USA",40.2056961,-74.0480508,07753,Inactive,5
The Good Pour College Park (299214),"2201 Edgewater Drive, Orlando, FL, USA",28.5713473,-81.389215,32804,Inactive,0
The Good Pour Longwood (589393),"2648 West State Road 434, Longwood, FL, USA",28.6870759,-81.4112993,32779,Inactive,0
Foremost Liquors (724863),"275 Green Bay Road, Wilmette, IL, USA",42.0717473,-87.7053619,60091,Active,18
Big Bull Liquor (992926),"1430 West Main Street, Lebanon, TN, USA",36.2168076,-86.3334377,37087,Active,26
Mondo Vino (455015),"3601 West 32nd Avenue, Denver, CO, USA",39.7623381,-105.0347833,80211,Inactive,0
Liquor Cabinet (251401),"1924 East Milwaukee Street, Janesville, WI, USA",42.6919244,-88.9984923,53545,Inactive,0
Union Liquor (602569),"420 Union Street, Westfield, MA, USA",42.1131879,-72.7130855,01085,Inactive,4
Star Liquors (522084),"8610 Washington Boulevard, Jessup, MD, USA",39.1469279,-76.808871,20794,Active,9
3 S Liquor Store (525464),"8031 Wadsworth Boulevard, Arvada, CO, USA",39.8434311,-105.0838725,80003,Inactive,0
Ottomanelli's Liquor Store (207138),"422 Monroe Street, Hoboken, NJ, USA",40.743767,-74.0388882,07030,Active,48
Swej Wine & Spirits (237399),"830 South Milwaukee Avenue, Libertyville, IL, USA",42.2742753,-87.9503997,60048,Active,4
Hi-Time Wine & Spirits (587301),"2300 East 120th Avenue, Thornton, CO, USA",39.9132844,-104.9572204,80233,Active,4
Medford Wine & Spirits (941331),"45 Salem Street, Medford, MA, USA",42.4183569,-71.1081103,02155,Inactive,0
Astros Liquor 2 (Astrros  - 245006),"259 West Imperial Highway, Los Angeles, CA, USA",33.9313745,-118.2781806,90061,Inactive,0
Central Ave Liquors (116801),"6115 Central Avenue, Capitol Heights, MD, USA",38.8851102,-76.9086651,20743,Active,21
Wallington Wine & Liquor (537110),"168 Main Avenue, Wallington, NJ, USA",40.8545555,-74.1113163,07057,Active,23
Chamblee Package Store (932524),"2511 Chamblee Tucker Road, Chamblee, GA, USA",33.885308,-84.2853636,30341,Active,28
Daphne Liquors (216513),"28691 U.S. 98, Daphne, AL, USA",30.6429539,-87.9133688,36526,Active,14
Centennial Wine and Spirits (483877),"324 McCaslin Boulevard, Louisville, CO, USA",39.9656907,-105.1618415,80027,Active,4
Kilroy's Package Store (Kilroy's - 328110),"4877 Old National Highway, Atlanta, GA, USA",33.6226894,-84.4752295,30337,Active,61
Sushi Yamamoto (675721),"218 North Rodeo Drive, Beverly Hills, CA, USA",34.0674249,-118.4006047,90210,Inactive,0
Oconee Beverages (684263),"2540 Lake Oconee Parkway, Greensboro, GA, USA",33.5427953,-83.2072333,30642,Active,38
358 West Side Liquors (562411),"358 West Side Avenue, Jersey City, NJ, USA",40.7140964,-74.0885678,07305,Active,8
Dix's Liquor and Spirit Shop (740167),"460 South Washington Avenue, Piscataway, NJ, USA",40.5808088,-74.4552338,08854,Inactive,4
Fossil Creek Liquor (997781),"3001 South Central Expressway, McKinney, TX, USA",33.1708225,-96.6380912,75070,Active,15
South Gate Liquor (788606),"1 South Gate Drive, Poughkeepsie, NY, USA",41.6423851,-73.9209092,12601,Inactive,0
Southbridge Liquor & Market (148555),"1 South Bridge Drive, Agawam, MA, USA",42.0822883,-72.5879997,01001,Inactive,0
Square Package Store (960150),"258 Broad Street, Norwich, CT, USA",41.5317179,-72.0700028,06360,Active,4
Samosas Wine & Spirits (353916),"10250 Baltimore Avenue, College Park, MD, USA",39.0226664,-76.9258787,20740,Active,21
In and Out Liquors (#1234 Port St. Lucie - 580422),"1234 Southwest Gatlin Boulevard, Port St. Lucie, FL, USA",27.2612715,-80.3859102,34953,Active,7
In and Out Liquors (#10680 Crosstown - 426908),"10680 Crosstown Parkway, Port St. Lucie, FL, USA",27.2937321,-80.4336163,34987,Active,12
Community Package Store (446534),"807 South Franklin Street, Holbrook, MA, USA",42.1291433,-71.0083701,02343,Active,0
Diya Food Store (985434),"868 Jupiter Boulevard Northwest, Palm Bay, FL, USA",28.0218172,-80.6971999,32907,Active,3
Ogden Convenient Food & Liquor (781080),"2950 Ogden Avenue, Lisle, IL, USA",41.7968787,-88.1094082,60532,Active,15
JSR Liquor (666847),"930 Morgans Corner Road, Pooler, GA, USA",32.0982365,-81.2705257,31322,Active,39
Happy Times Package (518584),"2840 Lavista Road, Decatur, GA, USA",33.8258687,-84.2902329,30033,Active,18
Atlanta Utility Works (892893),"2903 RN Martin Street, East Point, GA, USA",33.6752043,-84.4384978,30344,Inactive,0
The Wine Store (355206),"8455 Holcomb Bridge Road, Alpharetta, GA, USA",33.9859336,-84.2694001,30022,Active,631
Liquor and Smoke House (426185),"1400 West Main Street, Lebanon, TN, USA",36.2150525,-86.3280468,37087,Inactive,4
Beneva Liquor & Tobacco (496304),"1295 South Beneva Road, Sarasota, FL, USA",27.3215881,-82.497037,34232,Active,23
2nd Base Discount Liquor & Wine (458440),"1700 Southeast Port Saint Lucie Boulevard, Port St. Lucie, FL, USA",27.2706804,-80.2996559,34952,Active,7
R & F Liquor (283636),"6026 South Broadway, Los Angeles, CA, USA",33.9843837,-118.2781057,90003,Active,3
Liquor Spot (324078),"472 East Broadway Boulevard, Jefferson City, TN, USA",36.1238393,-83.4732864,37760,Active,6
Empire Craft Beer & Convenience (283897),"60 East 34th Street, New York, NY, USA",40.7472461,-73.98211,10016,Active,7
EZ Mart (441699),"339 Centre Avenue, Rockland, MA, USA",42.1138682,-70.9264208,02370,Active,1
In and Out Liquors (#101 Publix Plaza - 257800),"2301 Florida 524, Cocoa, FL, USA",28.3961638,-80.7654341,32926,Active,0
In and Out Liquors (#3542 - 872918),"3542 South Hopkins Avenue, Titusville, FL, USA",28.5753548,-80.8044357,32780,Inactive,0
In and Out Liquors (#3542 Titusville - 523850),"3542 South Hopkins Avenue, Titusville, FL, USA",28.5753548,-80.8044357,32780,Active,2
Midtown Liquor 2 (110191),"6100 North Courtenay Parkway, Merritt Island, FL, USA",28.4680505,-80.7094878,32953,Active,0
Royal Crest Liquors (396924),"101 Blakenrod Boulevard, Coxs Creek, KY, USA",37.8818252,-85.5449068,40013,Active,1
RTE 74 Willington Liquors (850076),"182 Tolland Turnpike, Willington, CT, USA",41.8774371,-72.2742639,06279,Active,5
Simply Wines & Spirits (661429),"3926 U.S. 411, Madisonville, TN, USA",35.5338787,-84.3385341,37354,Active,0
Griffin Liquor (692783),"1003 West Taylor Street, Griffin, GA, USA",33.2475637,-84.278527,30223,Active,11
Charlene's Place (153336),"5441 U.S. 90, Mobile, AL, USA",30.5869412,-88.1678174,36619,Inactive,0
Tina's Beverage (180504),"2160 University Parkway, Aiken, SC, USA",33.5799874,-81.7208887,29801,Active,1
Joppa Liquors (180562),"1902 East Joppa Road, Parkville, MD, USA",39.4007503,-76.5506212,21234,Active,11
Highway 42 Package Store (931906),"2650 Georgia 42, Locust Grove, GA, USA",33.3770277,-84.1268053,30248,Active,0
Tellico Liquor (961997),"9170 New Highway 68, Tellico Plains, TN, USA",35.3695759,-84.3036166,37385,Active,7
City Wines (675281),"2880 Nostrand Avenue, Kings County, NY, USA",40.6140982,-73.9447776,11229,Inactive,0
Wine Barrel (Wine Barrel - 251056),"601 West Main Street, Branford, CT, USA",41.2785206,-72.8428551,06405,Active,5
Calhoun Bottle Shop (403302),"510 West Belmont Drive, Calhoun, GA, USA",34.4809562,-84.946829,30701,Active,2
Windham Wine & Spirits (512522),"1182 Main Street, Windham, CT, USA",41.7136152,-72.2244925,06226,Active,6
Bottles & Cans (361924),"4109 North Lincoln Avenue, Chicago, IL, USA",41.9563214,-87.6799509,60618,Active,19
In and Out Liquors (#2768 Sarno - 937361),"2768 Sarno Road, Melbourne, FL, USA",28.1220111,-80.6680071,32935,Inactive,0
In and Out Liquors (#1899 Indian Harbour - 670097),"1899 South Patrick Drive, Satellite Beach, FL, USA",28.1517718,-80.5994811,32937,Inactive,0
In and Out Liquors (#690 Satellite Beach - 715953),"690 South Patrick Drive, Satellite Beach, FL, USA",28.1953235,-80.606759,32937,Inactive,0
Mott Haven Spirits (350952),"414 Gerard Avenue, Bronx County, NY, USA",40.8171755,-73.9297357,10451,Inactive,0
Forsyth World of Beverage (323581),"3535 Peachtree Parkway, Suwanee, GA, USA",34.075699,-84.16312,30024,Active,15
Thirsty Camel Liquor & Wine (557376),"1510 Franklin Road, Lebanon, TN, USA",36.1805325,-86.3270352,37090,Active,3
The Bottle Liquors (134437),"3074 Cranberry Highway, Wareham, MA, USA",41.756472,-70.6484769,02538,Inactive,3
Regal package store (332733),"554 West Main Street, New Britain, CT, USA",41.665491,-72.8008404,06053,Active,16
Crossroads Package (972393),"33 Crowell Road, Covington, GA, USA",33.5834836,-83.9076298,30014,Inactive,0
Sunflower Spirits and Wine (523592),"949 South Broadway, Wichita, KS, USA",37.6747815,-97.3358441,67211,Active,5
West Broad Liquor (674143),"1400 West Broad Street, Stratford, CT, USA",41.1918327,-73.1362802,06615,Inactive,0
Krauszer's Liquor & Food Store (839880),"683 Florida Grove Road, Woodbridge Township, NJ, USA",40.5376243,-74.287391,07095,Inactive,0
Whiskey & wine world (685804),"243 Hartford Turnpike, Vernon, CT, USA",41.8263096,-72.4960547,06066,Inactive,0
Central Wine & Liquor Store (370284),"227 Columbus Avenue, New York, NY, USA",40.7762484,-73.979238,10023,Inactive,0
Batavia Smoke n Liquor (321013),"122 East Wilson Street, Batavia, IL, USA",41.849647,-88.3049761,60510,Active,9
Bell Liquor & Tap (649424),"9619 Franklin Avenue, Franklin Park, IL, USA",41.9352748,-87.8664475,60131,Active,2
Greenbelt liquors (186478),"6000 Greenbelt Road, Greenbelt, MD, USA",38.9994809,-76.9091303,20770,Active,4
Bottom Line Liquors (481451),"70 Quality Street, Trumbull, CT, USA",41.2553252,-73.2180457,06611,Active,2
Kappys Express Fine Wine & Spirits (634882),"48 Broadway, Malden, MA, USA",42.4250105,-71.0450178,02148,Active,1
Westwoods Wine & Spirits (216853),"2311 Boston Post Road, Guilford, CT, USA",41.3080171,-72.7192757,06437,Active,3
Hamilton Wine & Spirits (100443),"475 Hamilton Avenue, Norwich, CT, USA",41.5312877,-72.0459453,06360,Active,2
Eastern Point Wine & Liquor (647119),"390 Eastern Point Road, Groton, CT, USA",41.3377408,-72.0766744,06340,Active,3
Kappys Express Fine Wine & Spirits (#233 - Alewife Broo  - 486106),"233 Alewife Brook Parkway, Cambridge, MA, USA",42.3891258,-71.1436215,02138,Inactive,0
Ayras Liquor & Cigar Oak Creek (264106),"8950 South 27th Street, Oak Creek, WI, USA",42.881488,-87.9500008,53154,Inactive,0
Pridom Liquors (861592),"2428 South Alpine Road, Rockford, IL, USA",42.2411134,-89.0275557,61108,Active,3
TJ's Wines & Spirts (880684),"429 New Haven Avenue, Derby, CT, USA",41.3095198,-73.0625951,06418,Active,2
JD's Wines and Spirits (898001),"781 River Road, Shelton, CT, USA",41.2653005,-73.0943426,06484,Active,0
Ayra's Liquor & Cigar (804879),"4700 Washington Avenue, Racine, WI, USA",42.7191374,-87.8362682,53406,Inactive,0
TJ Wine & Liquor (367180),"528 Shelton Avenue, Shelton, CT, USA",41.2966561,-73.1448584,06484,Active,1
Main Beverages (501723),"120 North Main Street, Port Chester, NY, USA",41.0024213,-73.6622153,10573,Active,2
Midtown Market (108950),"3855 West Division Street, Chicago, IL, USA",41.9026032,-87.7236623,60651,Active,5
Gateway Village Wine & Spirits (740509),"2645A Housley Road, Annapolis, MD, USA",38.987665,-76.5565448,21401,Active,1
Laurel Lakes Liquors (304144),"14132 Baltimore Avenue, Laurel, MD, USA",39.083802,-76.8647504,20707,Active,2
Depot Package (465304),"4280 Lawrenceville Highway, Lilburn, GA, USA",33.9014879,-84.1238752,30047,Active,202
Belltown Wine & Liquors (613206),"36 East High Street, East Hampton, CT, USA",41.5839385,-72.501464,06424,Inactive,
Village Liquor Mart (943037),"1306 North Cedar Road, New Lenox, IL, USA",41.5299595,-87.9656675,60451,Active,
Calhoun Liquor Store (113685),"920 North Wall Street, Calhoun, GA, USA",34.5188667,-84.943949,30701,Inactive,
44 Liquors (278977),"1835 Highway 44 East, Shepherdsville, KY, USA",38.0010871,-85.689135,40165,Active,
Essex Wine & Spirits (554573),"125 Westbrook Road, Essex, CT, USA",41.3403047,-72.4141667,06426,Active,
Beer & Wine Package store (505519),"5039 Buford Highway Northeast, Chamblee, GA, USA",33.8893104,-84.2858532,30341,Inactive,
Wildwood Tobacco & Liquor (189776),"16437 Village Plaza View Drive, Wildwood, MO, USA",38.583901,-90.6182699,63011,Active,
Sunrise Cellars Fine Wines & Spirits of Westfield (872145),"333 South Avenue East, Westfield, NJ, USA",40.649945,-74.3387284,07090,Inactive,
Sunrise Cellars ShopRite Wines & Spirits - Caldwell (Caldwell - 198314),"478 Bloomfield Avenue, Caldwell, NJ, USA",40.8428242,-74.2817851,07006,Inactive,
In and Out Liquors (Publix Plaza - 182875),"3261 Garden Street, Titusville, FL, USA",28.6162842,-80.8430249,32796,Inactive,
B&B Liquors (233552),"7 Northfield Avenue, West Orange, NJ, USA",40.7766568,-74.2397461,07052,Active,
East Port Chester Wine & Liquor (471964),"105 Mill Street, Greenwich, CT, USA",41.0040203,-73.6579614,06830,Inactive,
Bella Liquors (815867),"650 Wolcott Street, Waterbury, CT, USA",41.5587852,-73.0114558,06705,Inactive,
Granfield Liquor (501420),"326 Granfield Avenue, Bridgeport, CT, USA",41.1960013,-73.1594951,06610,Inactive,
Absorb's Discount Liquor (464031),"2077 East Main Street, Bridgeport, CT, USA",41.2030951,-73.1796042,06610,Inactive,
Monaco's Wine and Liquor (258734),"2178 Madison Avenue, Bridgeport, CT, USA",41.2057423,-73.2214951,06606,Inactive,
Colchester Wine & Spirits (860171),"99 Linwood Avenue, Colchester, CT, USA",41.5717938,-72.3353351,06415,Active,
Neil's Fine Wines & Liquors (228463),"175 West Road, Ellington, CT, USA",41.89368,-72.4604817,06029,Inactive,
KC Liquor (KC Liquor - 797058),"11945 Barwood Bend Drive, Houston, TX, USA",29.9469681,-95.6188953,77065,Active,
Richardson Beer And Wine (RBW - 234734),"515 West Campbell Road, Richardson, TX, USA",32.9760858,-96.7370555,75080,Active,
ABC Convenience Store (141503),"2425 South Lee Highway, Cleveland, TN, USA",35.1452976,-84.9207558,37311,Active,
M&M Wine Spirits and Cigars (235255),"83 Washington Street, Norwalk, CT, USA",41.0992249,-73.4179928,06854,Active,
Ok Wine & Spirits (Ok Wine & Spirits - 416792),"2811 Tobacco Road, Hephzibah, GA, USA",33.3881596,-82.1019969,30815,Active,
7pm Liquor (992529),"1646 Texas 351, Abilene, TX, USA",32.479022,-99.6972969,79601,Active,
Jackansons (882032),"1921 Ocean Street, Marshfield, MA, USA",42.0916609,-70.7064762,02050,Active,
Legacy Liquors & Wine Longwood (677178),"868 South US Highway 17 92, Longwood, FL, USA",28.6928373,-81.3282771,32750,Inactive,
Rainbow Liquor and Grocery (952956),"292 -294 Lakeview Avenue, Clifton, NJ, USA",40.8925767,-74.1399581,07011,Inactive,
Dunwoody World Of Beverages (354137),"4621 North Shallowford Road, Dunwoody, GA, USA",33.927619,-84.3108151,30338,Inactive,
Main St Liquor & wine (218319),"306 West Main Street, Carpentersville, IL, USA",42.1084434,-88.2983744,60110,Active,
Glen Oaks Liquor (865019),"1170 Chews Landing Road, Clementon, NJ, USA",39.8182136,-75.0358793,08021,Active,
Lakeside Smoke N' Beer (142773),"215 East Walworth Avenue, Delavan, WI, USA",42.6333457,-88.6464073,53115,Active,
Lions Quick Mart (588001),"104 East Racine Street, Janesville, WI, USA",42.6771946,-89.0157673,53545,Active,
Big Apple Wine & Spirits (619399),"1408 2nd Avenue, New York, NY, USA",40.7696608,-73.9573855,10021,Active,
Royals Liquor (121032),"6400 Gravois Avenue, St. Louis, MO, USA",38.5732572,-90.2807635,63116,Inactive,
University Wine and Liquor (324225),"1225 Western Avenue, Albany, NY, USA",42.6771737,-73.8227457,12203,Active,
Shore Discount Liquors (706479),"211 Main Street, Deep River, CT, USA",41.3826073,-72.4344497,06417,Active,
City Liquors (781530),"1173 North Main Street, Providence, RI, USA",41.8521642,-71.4013171,02904,Active,
Paruta's Liquors (719002),"89 Market Street, Paterson, NJ, USA",40.9160022,-74.1746211,07505,Active,
Liquor Zone (297907),"7109 West Broadway Street, Pearland, TX, USA",29.5604769,-95.3298283,77581,Inactive,
Our Place Liquors & Wine (316166),"3808 Poplar Level Road, Louisville, KY, USA",38.2047309,-85.7129437,40213,Active,
Groton Discount Wine & Spirits (728234),"944 Connecticut 12, Groton, CT, USA",41.3872377,-72.0784303,06340,Inactive,
House Market (693470),"3337 Division Street, Los Angeles, CA, USA",34.1050258,-118.2297725,90065,Inactive,
A1 Liquor Rowlett (326816),"1700 Dalrock Road, Rowlett, TX, USA",32.8782602,-96.5177254,75088,Inactive,
A-1 Liquor Plano (104129),"301 Legacy Drive, Plano, TX, USA",33.0683532,-96.6990695,75023,Inactive,
A-1 Liquor Tawakoni (903908),"523 Texas 276, West Tawakoni, TX, USA",32.9032896,-96.0462108,75474,Inactive,
Winter Wine and Spirits (494602),"9120 Wadsworth Parkway, Westminster, CO, USA",39.8617014,-105.0800362,80021,Inactive,
Beverage Boss (419634),"226 Whalley Avenue, New Haven, CT, USA",41.3154387,-72.9404532,06511,Inactive,
Paramount Liquors (856949),"2105 East Olive Road, Pensacola, FL, USA",30.5098679,-87.2171318,32514,Active,
Divino Wines (Divino - 773044),"37-63 92nd Street, Queens County, NY, USA",40.7488773,-73.8745293,11372,Active,
Lighthouse Liquors (633468),"2810 Old Dawson Road, Albany, GA, USA",31.6130937,-84.2193468,31707,Active,
Liquor And More (Liquor Paradise) (484357),"8187 West Fairfield Drive, Pensacola, FL, USA",30.4222845,-87.3158631,32506,Inactive,
World Of Liquor (508402),"2220 Forest Avenue, Richmond County, NY, USA",40.6261573,-74.1631726,10303,Active,
De Lauren Wines & Spirits (596269),"292 8th Avenue, New York, NY, USA",40.7463238,-73.9974449,10001,Active,
Van's market liquor (730377),"12707 Washington Place, Los Angeles, CA, USA",33.9972491,-118.4352606,90066,Active,
Middletown Fine Wine & Spirits (320342),"721 South Breiel Boulevard, Middletown, OH, USA",39.5027636,-84.3547619,45044,Inactive,
E-Z Market & Liquor (197444),"185 Mallory Avenue, Jersey City, NJ, USA",40.7207445,-74.0873597,07304,Active,
Big Sids Bottles (596689),"2306 South Glen Avenue, Glenwood Springs, CO, USA",39.5294875,-107.3245972,81601,Active,
BH Wine & Spirits (520181),"1598 Connecticut 12, Ledyard, CT, USA",41.4207021,-72.0773635,06335,Active,
Main Street Wine & Liquor Store (351582),"2521 West Main Street, Cato, NY, USA",43.1681511,-76.5735761,13033,Active,
Tinton Centre Wine & Spirits (276078),"4057 Asbury Avenue, Tinton Falls, NJ, USA",40.2364133,-74.0784796,07753,Active,
Ocean Market & Liquor (111414),"915 Ocean Street, Marshfield, MA, USA",42.1055982,-70.6657125,02050,Active,
Old Shell Package Liquor Store (Mobile - 497464),"6711 Old Shell Road, Mobile, AL, USA",30.6903047,-88.1971925,36608,Active,
Airport Package Liquor Store (434472),"6406 Airport Boulevard, Mobile, AL, USA",30.6796468,-88.1914072,36608,Active,
Luke's Convenience Store (533598),"411 Pond Street, Braintree, MA, USA",42.1988708,-71.0258017,02184,Active,
Robert Burns Wines (335327),"157 North Robertson Boulevard, Beverly Hills, CA, USA",34.0684018,-118.3837474,90211,Active,
Cork Runner Wine & Spirits (619767),"5956 West Olympic Boulevard, Los Angeles, CA, USA",34.05758,-118.36122,90036,Active,
York St Liquors (994310),"552 South York Street, Elmhurst, IL, USA",41.8831344,-87.940182,60126,Active,
GP Liquors (311704),"8660 Pulaski Highway, Rosedale, MD, USA",39.3359287,-76.484611,21237,Active,
Big Ts Liquor (285156),"402 Saint James Avenue, Goose Creek, SC, USA",33.0207612,-80.052338,29445,Active,
